codigo_truper,codigo_barras,clave,descripcion,descripcion_familia,marca,categoria,presentacion,precio_catalogo_mayoreo,precio_catalogo_medio_mayoreo,precio_catalogo_publico,precio_venta,existencia,datos_completos,confianza_extraccion,requiere_revision,pagina_catalogo,encontrado_en_pdf,motivo_revision
55701,,EXF-TORC-1,"Exhibidor FIERO de tornillos #1, tipo coche",,FIERO,Muestrarios para identificar medidas,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55702,,EXF-TORC-2,"Exhibidor FIERO de tornillos #2, tipo coche",,FIERO,Muestrarios para identificar medidas,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55703,,EXF-TORC-3,"Exhibidor FIERO de tornillos #3, tipo coche",,FIERO,Muestrarios para identificar medidas,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55704,,EX-R-506,"Exhibidor con regadera R-506, FOSET",Exhibidor con regadera R-506,FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel,,245,245,245,245,,True,alta,True,606,True,discrepancia_descripcion
55705,,EX-R-507,"Exhibidor con regadera R-507, FOSET",Exhibidor con regadera R-507,FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel,,265,265,265,265,,True,alta,True,606,True,discrepancia_descripcion
55707,,EX-R-504,"Exhibidor con regadera R-504, FOSET",Exhibidor con regadera R-504,FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel,,255,255,255,255,,True,alta,True,607,True,discrepancia_descripcion
55708,,EX-R-501,"Exhibidor con regadera R-501, FOSET",Exhibidor con regadera R-501,FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel,,255,255,255,255,,True,alta,True,607,True,discrepancia_descripcion
55721,,EX-AQF-82,"Exhibidor con mezcladora AQF-82, FOSET",Exhibidor con mezcladora AQF-82,FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel,,605,605,605,605,,True,alta,True,606,True,discrepancia_descripcion
55722,,EX-AQF-81,"Exhibidor con mezcladora AQF-81, FOSET",Exhibidor con mezcladora AQF-81,FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel,,605,605,605,605,,True,alta,True,606,True,discrepancia_descripcion
55723,,EX-AQM-51,"Exhibidor con mezcladora AQM-51, FOSET",Exhibidor con mezcladora AQM-51,FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel,,675,675,675,675,,True,alta,True,606,True,discrepancia_descripcion
55724,,EX-AQM-52,"Exhibidor con mezcladora AQM-52, FOSET",Exhibidor con mezcladora AQM-52,FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel,,675,675,675,675,,True,alta,True,606,True,discrepancia_descripcion
55725,,EX-AQM-61,"Exhibidor con mezcladora AQM-61, FOSET",Exhibidor con mezcladora AQM-61,FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel,,565,565,565,565,,True,alta,True,606,True,discrepancia_descripcion
55726,,EX-AQM-62,"Exhibidor con mezcladora AQM-62, FOSET",Exhibidor con mezcladora AQM-62,FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel,,565,565,565,565,,True,alta,True,606,True,discrepancia_descripcion
55850,,BODE-6,"Bomba destapacaños de 15 cm, KLINTEK",destapacaños,KLINTEK,Artículos de limpieza para WC,,59,72,72,72,,True,alta,True,590,True,discrepancia_descripcion
55857,,R-CPVC-FOS,"Rack con conexiones CPVC, FOSET",,FOSET,Accesorios para tinaco y racks,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55884,,EX-COX-VK,"Exhibidor de conexiones, VOLTECK",Exhibidor de conexiones,VOLTECK,Racks exhibidores de producto para panel ranurado o perfocel,,1411,1411,1411,1411,,True,alta,True,603,True,discrepancia_descripcion
55885,,EXVK-AUO,Exhibidor VOLTECK de abrazaderas para tubo,,VOLTECK,Muestrarios para identificar medidas,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55886,,EXVK-CAB,Exhibidor VOLTECK de cables y cordones,,VOLTECK,Muestrarios para identificar medidas,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55887,,EX-DES-PIL1,"Exhibidor despachador de pilas, VOLTECK",Exhibidor despachador con pilas,VOLTECK,Pilas,,1848,1948,2048,2048,,True,alta,True,413,True,discrepancia_descripcion
55890,,EX-ACC-VK,"Exhibidor de accesorios, VOLTECK",Exhibidor de accesorios,VOLTECK,Racks exhibidores de producto para panel ranurado o perfocel,,1324,1324,1324,1324,,True,alta,True,603,True,discrepancia_descripcion
55894,,SUPER-MAQ-2,,,,,,159751,159751,159751,159751,,False,media,True,255,True,descripcion_ambigua;extraccion_ambigua
55896,,EXF-TORM-1/4,"Exhibidor FIERO con tornillos tipo máquina, 1/4""",,FIERO,Muestrarios para identificar medidas,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55897,,EXF-TORM-5/16,"Exhibidor FIERO con tornillos tipo máquina, 5/16""",,FIERO,Muestrarios para identificar medidas,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55898,,EXF-TORM-3/8,"Exhibidor FIERO con tornillos tipo máquina, 3/8""",,FIERO,Muestrarios para identificar medidas,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55899,,EXF-TORM-7/16,"Exhibidor FIERO con tornillos tipo máquina, 7/16""",,FIERO,Muestrarios para identificar medidas,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55902,,EXF-TORM-1/2,"Exhibidor FIERO con tornillos tipo máquina, 1/2""",,FIERO,Muestrarios para identificar medidas,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55903,,EXF-TORM-5/8,"Exhibidor FIERO con tornillos tipo máquina, 5/8""",,FIERO,Muestrarios para identificar medidas,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55904,,EXF-TORM-3/4,"Exhibidor FIERO con tornillos tipo máquina, 3/4""",,FIERO,Muestrarios para identificar medidas,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55937,,ATO-50,"Atomizador de 1/2 litro, KLINTEK",Atomizadores,KLINTEK,"Artículos de limpieza / Escobas, cepillos, atomizadores, recogedores y lazos",i|t (17 oz),30,33,36,36,,True,alta,True,587,True,discrepancia_descripcion
55938,,ATO-100,"Atomizador de 1 litro, KLINTEK",Atomizadores,KLINTEK,"Artículos de limpieza / Escobas, cepillos, atomizadores, recogedores y lazos",1 L (34 oz),38,42,46,46,,True,alta,True,587,True,discrepancia_descripcion
55939,,EX-R-401,"Exhibidor con Regadera R-401, FOSET",Exhibidor con regadera R-401,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,260,260,260,260,,True,alta,True,606,True,discrepancia_descripcion
55940,,EX-R-402,"Exhibidor con Regadera R-402, FOSET",Exhibidor con regadera R-402,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,280,280,280,280,,True,alta,True,606,True,discrepancia_descripcion
55941,,EX-R-502,"Exhibidor con Regadera R-502, FOSET",Exhibidor con regadera R-502,FOSET AQUA,Exhibidores de grifería para panel ranurado o perfocel,,249,249,249,249,,True,alta,True,607,True,discrepancia_descripcion
55946,,LAZO-10,"Lazo para tendedero de polietileno de 10 m, KLINTEK",Lazos para tendedero,KLINTEK,"Artículos de limpieza / Escobas, cepillos, atomizadores, recogedores y lazos",10 m,24,29,29,29,,True,alta,True,587,True,discrepancia_descripcion
55947,,LAZO-15,"Lazo para tendedero de polietileno de 15 m, KLINTEK",Lazos para tendedero,KLINTEK,"Artículos de limpieza / Escobas, cepillos, atomizadores, recogedores y lazos",15 m,33,36,39,39,,True,alta,True,587,True,discrepancia_descripcion
55959,,EX-PRE-RD,Exhibidor de ruedas para diablo PRETUL,Exhibidor de ruedas para diablo,PRETUL,Despachadores y racks exhibidores,,1320,1320,1320,1320,,True,alta,True,602,True,discrepancia_descripcion
55960,,EX-FIE-ROD,Exhibidor de rodajas FIERO,Exhibidor de rodajas,FIERO,Exhibidores para panel ranurado o perfocel,,1651,1651,1651,1651,,True,alta,True,604,True,discrepancia_descripcion
55961,,CUBE-8E,"Cubeta plástica con exprimidor, 8L KLINTEK",8 L,KLINTEK,"Artículos de limpieza / Jaladores, trapeadores, cubeta y letrero",,145,160,175,175,,True,media,True,588,True,extraccion_ambigua
55965,,EX-F-318E,"Exhibidor con mezcladora F-318E, FOSET",Exhibidor con mezcladora F-318E,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,545,545,545,545,,True,media,True,605,True,extraccion_ambigua
55966,,EX-F-319E,"Exhibidor con mezcladora F-319E, FOSET",Exhibidor con mezcladora F-319E,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,585,585,585,585,,True,media,True,605,True,extraccion_ambigua
55968,,EX-R-516,"Exhibidor con regadera R-516, FOSET",Exhibidor con regadera R-516,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,209,209,209,209,,True,alta,True,606,True,discrepancia_descripcion
55969,,EX-AQF-82N,"Exhibidor con mezcladora AQF-82N, FOSET",Exhibidor con mezcladora AQF-82N,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,675,675,675,675,,True,media,True,606,True,extraccion_ambigua
55970,,EX-AQM-52N,"Exhibidor con mezcladora AQM-52N, FOSET",Exhibidor con mezcladora AQM-52N,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,805,805,805,805,,True,media,True,606,True,extraccion_ambigua
55972,,EX-R-509G,"Exhibidor con regadera R-509G, FOSET",Exhibidor con regadera R-509G,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,269,269,269,269,,True,media,True,607,True,extraccion_ambigua
55973,,EXF-ARP,Exhibidor FIERO de taquetes arpón,,FIERO,Muestrarios para identificar medidas,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55974,,EXF-EXP,Exhibidor FIERO de taquetes expansivos,,FIERO,Muestrarios para identificar medidas,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55975,,EX-BA-GO,"Exhibidor tipo góndola, FOSET BASIC",,FOSET,Exhibidores tipo góndola,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55976,,EX-AQ-GO,"Exhibidor tipo góndola, FOSET AQUA",,FOSET,Exhibidores tipo góndola,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55977,,EX-AE-GO,"Exhibidor tipo góndola, FOSET AERO",,FOSET,Exhibidores tipo góndola,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55978,,EX-EL-GO,"Exhibidor tipo góndola, FOSET ELEMENT",,FOSET,Exhibidores tipo góndola,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55979,,EX-RI-GO,"Exhibidor tipo góndola, FOSET RIVIERA",,FOSET,Exhibidores tipo góndola,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55980,,EX-BAQ-GO,"Exhibidor tipo góndola, FOSET BASIC AQUA",,FOSET,Exhibidores tipo góndola,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55981,,EX-HER-GO,Exhibidor tipo góndola HERMEX,,HERMEX,Exhibidores tipo góndola,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
55982,,MG-ES-48,"Bastón de madera de 48"" para escobas de limpieza, KLINTEK",Bastón de madera,KLINTEK,"Artículos de limpieza / Escobas, cepillos, atomizadores, recogedores y lazos",120 cm 30 g,27,29,30,30,,True,alta,True,587,True,discrepancia_descripcion
55983,,EX-PI-LAMP,Exhibidor de piso de Lámparas VOLTECK,Exhibidor de piso para lámparas,VOLTECK,Racks exhibidores,,6925,6925,6925,6925,,True,alta,True,611,True,discrepancia_descripcion
55986,,EX-TBM-62,"Exhibidor con mezcladora TBM-62, FOSET",Exhibidor con mezcladora TBM-62,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,505,505,505,505,,True,alta,True,607,True,discrepancia_descripcion
55988,,EX-TBM-62M,"Exhibidor con mezcladora TBM-62M, FOSET",Exhibidor con mezcladora TBM-62M,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,535,535,535,535,,True,media,True,607,True,extraccion_ambigua
55989,,EX-TBM-61,"Exhibidor con mezcladora TBM-61, FOSET",Exhibidor con mezcladora TBM-61,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,505,505,505,505,,True,alta,True,607,True,discrepancia_descripcion
55990,,EX-TBF-82,"Exhibidor con mezcladora TBF-82, FOSET",Exhibidor con mezcladora TBF-82,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,605,605,605,605,,True,alta,True,607,True,discrepancia_descripcion
55991,,EX-TBF-82N,"Exhibidor con mezcladora TBF-82N, FOSET",Exhibidor con mezcladora TBF-82N,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,645,645,645,645,,True,media,True,607,True,extraccion_ambigua
55992,,EX-TBF-82M,"Exhibidor con mezcladora TBF-82M, FOSET",Exhibidor con mezcladora TBF-82M,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,635,635,635,635,,True,media,True,607,True,extraccion_ambigua
55993,,EX-TBF-81,"Exhibidor con mezcladora TBF-81, FOSET",Exhibidor con mezcladora TBF-81,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,605,605,605,605,,True,alta,True,607,True,discrepancia_descripcion
55994,,EX-TBM-45,"Exhibidor con monomando TBM-45, FOSET",Exhibidor con monomando TBM-45,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,785,785,785,785,,True,alta,True,607,True,discrepancia_descripcion
55995,,EX-TBF-83,"Exhibidor con monomando TBF-83, FOSET",Exhibidor con monomando TBF-83,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,875,875,875,875,,True,alta,True,607,True,discrepancia_descripcion
55996,,EX-TBF-84,"Exhibidor con monomando TBF-84, FOSET",Exhibidor con monomando TBF-84,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,1045,1045,1045,1045,,True,alta,True,607,True,discrepancia_descripcion
55997,,EX-TBF-87,"Exhibidor con monomando TBF-87, FOSET",Exhibidor con monomando TBF-87,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,1075,1075,1075,1075,,True,alta,True,607,True,discrepancia_descripcion
56002,,EX-R-413,"Exhibidor con regadera R-413, FOSET",Exhibidor con regadera R-413,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,375,375,375,375,,True,alta,True,607,True,discrepancia_descripcion
56003,,EX-R-414,"Exhibidor con regadera R-414, FOSET",Exhibidor con regadera R-414,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,465,465,465,465,,True,alta,True,607,True,discrepancia_descripcion
56004,,EX-R-415,"Exhibidor con regadera R-415, FOSET",Exhibidor con regadera R-415,FOSET,Exhibidores de grifería para panel ranurado o perfocel,,545,545,545,545,,True,alta,True,607,True,discrepancia_descripcion
56007,,R-MAQ-BOM,,,,,,186132,186132,186132,186132,,False,media,True,59,True,descripcion_ambigua;extraccion_ambigua
56008,,R-MAQ-IN,,,,,,132471,132471,132471,132471,,False,media,True,267,True,descripcion_ambigua;extraccion_ambigua
56009,,R-MAQ-DE,,,,,,147980,147980,147980,147980,,False,media,True,239,True,descripcion_ambigua;extraccion_ambigua
56010,,EX-TB-GO,"Exhibidor tipo góndola, FOSET TÚBIG",,FOSET TUBIG,Exhibidores tipo góndola,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
56011,,EXF-CAR,"Exhibidor de cartuchos, FOSET",,FOSET,Muestrarios para identificar medidas,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
56012,,EX-FIE-ME,"Exhibidor de ménsulas, FIERO",Exhibidor de ménsulas,FIERO,Exhibidores para panel ranurado o perfocel,,684,684,684,684,,True,alta,True,604,True,discrepancia_descripcion
56013,,EX-PALP,"Exhibidor de conexiones PE-AL-PE, FOSET",Exhibidor de conexiones PE-AL-PE,FOSET,Racks exhibidores de producto para panel ranurado o perfocel,,1584,1584,1584,1584,,True,alta,True,603,True,discrepancia_descripcion
56014,,R-GAV,Rack organizador multi gavetas TRUPER,Rack con 42 gavetas,TRUPER,Racks exhibidores,,6000,6000,6000,6000,,True,alta,True,610,True,discrepancia_descripcion
56018,,EXF-TUE,"Exhibidor de tuercas, FIERO",,FIERO,Muestrarios para identificar medidas,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
56019,,EX-LB-VK,"Exhibidor línea Lisboa, VOLTECK",Exhibidor de artefactos eléctricos,VOLTECK,Despachadores y racks exhibidores,,1322,1322,1322,1322,,True,alta,True,602,True,discrepancia_descripcion
56021,,FRA-25G,"Rollo de 25 m de franela gris de algodón, KLINTEK",Franelas en rollo de 25 m × 50 cm precio por rollo,KLINTEK,"Artículos de limpieza / Estopas, toallas de microfibra, aceites para madera, franelas y jergas",Gris,415,455,505,505,,True,alta,True,589,True,discrepancia_descripcion
56022,,FRA-25R,"Rollo de 25 m de franela roja de algodón, KLINTEK",Franelas en rollo de 25 m × 50 cm precio por rollo,KLINTEK,"Artículos de limpieza / Estopas, toallas de microfibra, aceites para madera, franelas y jergas",Rojo,415,505,505,505,,True,alta,True,589,True,discrepancia_descripcion
56023,,FRA-25B,"Rollo de 25 m de franela blanca de algodón, KLINTEK",Franelas en rollo de 25 m × 50 cm precio por rollo,KLINTEK,"Artículos de limpieza / Estopas, toallas de microfibra, aceites para madera, franelas y jergas",lanco,415,455,505,505,,True,alta,True,589,True,discrepancia_descripcion
56026,,FRA-1G,"Franela gris de algodón de 1 m, KLINTEK",Franelas en paño de 1 m × 50 cm precio por pieza en bolsa de 25 piezas,KLINTEK,"Artículos de limpieza / Estopas, toallas de microfibra, aceites para madera, franelas y jergas",Gris,22,24,26,26,,True,alta,True,589,True,discrepancia_descripcion
56027,,FRA-1R,"Franela roja de algodón de 1 m, KLINTEK",Franelas en paño de 1 m × 50 cm precio por pieza en bolsa de 25 piezas,KLINTEK,"Artículos de limpieza / Estopas, toallas de microfibra, aceites para madera, franelas y jergas",Rojo,22,26,26,26,,True,alta,True,589,True,discrepancia_descripcion
56028,,FRA-1B,"Franela blanca de algodón de 1 m, KLINTEK",Franelas en paño de 1 m × 50 cm precio por pieza en bolsa de 25 piezas,KLINTEK,"Artículos de limpieza / Estopas, toallas de microfibra, aceites para madera, franelas y jergas",lanco,22,24,26,26,,True,alta,True,589,True,discrepancia_descripcion
56030,,LIDE-94,"Líquido destapacaños de 1 L, KLINTEK",Líquido destapacaños,KLINTEK,Artículos de limpieza para WC,,109,119,129,129,,True,alta,True,590,True,discrepancia_descripcion
56037,,BODE-4,"Bomba destapacaños para lavabo, 10 cm,KLINTEK",destapacaños,KLINTEK,Artículos de limpieza para WC,,33,36,39,39,,True,alta,True,590,True,discrepancia_descripcion
56038,,MEGA-MAQ,,,,,,274822,274822,274822,274822,,False,media,True,255,True,descripcion_ambigua;extraccion_ambigua
56039,,MAQ-CAB,,,,,,146948,146948,146948,146948,,False,media,True,255,True,descripcion_ambigua;extraccion_ambigua
56153,,EA-10H,"Shampoo alta espuma para hidrolavadora, 1 L, KLINTEK",n,KLINTEK,Artículos de limpieza para WC,[,185,225,225,225,,True,media,True,590,True,extraccion_ambigua
56361,,EX-HE-CA,"Exhibidor con candados, HERMEX",Exhibidor de candados,HERMEX,Exhibidores para panel ranurado o perfocel,,3275,3275,3275,3275,,True,alta,True,604,True,discrepancia_descripcion
56362,,EX-HE-BI,"Exhibidor con bisagras, HERMEX",Exhibidor de bisagras,HERMEX,Exhibidores para panel ranurado o perfocel,,889,889,889,889,,True,alta,True,604,True,discrepancia_descripcion
56363,,EX-HE-SB,"Exhibidor con cerraduras, HERMEX",Exhibidor de cerraduras,HERMEX,Exhibidores para panel ranurado o perfocel,,2480,2480,2480,2480,,True,alta,True,604,True,discrepancia_descripcion
56368,,R-TAR,"Rack para tarjas, FOSET",Rack de piso para 4 tarjas,FOSET,Racks exhibidores,,3500,3500,3500,3500,,True,alta,True,611,True,discrepancia_descripcion
57000,,ESTO-1B,"Bolsa de 1 kg de estopa extra fina, color blanco, KLINTEK",Estopas Toallas de microfibra Aceites rojos para madera,KLINTEK,"Artículos de limpieza / Estopas, toallas de microfibra, aceites para madera, franelas y jergas",[ ;6 10 Blanco,65,72,79,79,,True,alta,True,589,True,discrepancia_descripcion
57001,,ESTO-1C,"Bolsa de 1 kg de estopa extra fina, color crema, KLINTEK",Estopas Toallas de microfibra Aceites rojos para madera,KLINTEK,"Artículos de limpieza / Estopas, toallas de microfibra, aceites para madera, franelas y jergas",[ ;6 10 Crema,65,79,79,79,,True,alta,True,589,True,discrepancia_descripcion
57002,,FRA-50R,"Rollo de 50 m de franela roja de algodón, KLINTEK",Franelas en rollo de 50 m × 50 cm precio por rollo,KLINTEK,"Artículos de limpieza / Estopas, toallas de microfibra, aceites para madera, franelas y jergas",Rojo,815,895,990,990,,True,alta,True,589,True,discrepancia_descripcion
57003,,FRA-50G,"Rollo de 50 m de franela gris de algodón, KLINTEK",Franelas en rollo de 50 m × 50 cm precio por rollo,KLINTEK,"Artículos de limpieza / Estopas, toallas de microfibra, aceites para madera, franelas y jergas",Gris,815,990,990,990,,True,alta,True,589,True,discrepancia_descripcion
57004,,FRA-50B,"Rollo de 50 m de franela blanca de algodón, KLINTEK",Franelas en rollo de 50 m × 50 cm precio por rollo,KLINTEK,"Artículos de limpieza / Estopas, toallas de microfibra, aceites para madera, franelas y jergas",lanco,815,895,990,990,,True,alta,True,589,True,discrepancia_descripcion
57006,,CELI-20,"Cepillo chico de plástico, KLINTEK",,KLINTEK,"Artículos de limpieza / Escobas, cepillos, atomizadores, recogedores y lazos",,,,,,,True,baja,True,,False,no_encontrado_en_pdf
57007,,CELI-30,"Cepillo grande de plástico, KLINTEK",,KLINTEK,"Artículos de limpieza / Escobas, cepillos, atomizadores, recogedores y lazos",,,,,,,True,baja,True,,False,no_encontrado_en_pdf
57008,,CELI-35,"Cepillo tipo plancha de plástico, KLINTEK",,KLINTEK,"Artículos de limpieza / Escobas, cepillos, atomizadores, recogedores y lazos",,,,,,,True,baja,True,,False,no_encontrado_en_pdf
57009,,CELI-45,"Cepillo tipo italiano de plástico, KLINTEK",,KLINTEK,"Artículos de limpieza / Escobas, cepillos, atomizadores, recogedores y lazos",,,,,,,True,baja,True,,False,no_encontrado_en_pdf
57010,,CELI-10,"Cepillo tipo escobeta de plástico, KLINTEK",,KLINTEK,"Artículos de limpieza / Escobas, cepillos, atomizadores, recogedores y lazos",,,,,,,True,baja,True,,False,no_encontrado_en_pdf
57021,,PASA-2A,,e,,,,35,38,42,42,,False,media,True,590,True,descripcion_ambigua;extraccion_ambigua
57022,,MECH-175S,"Trapeador de microfibra tipo toalla, bastón 120 cm, KLINTEK",,KLINTEK,"Artículos de limpieza / Jaladores, trapeadores, cubeta y letrero",Tipo toalla 100% poliéster [c_ 6,78,86,96,96,,True,media,True,588,True,extraccion_ambigua
57023,,RECO-9,"Recogedor de plástico, KLINTEK",,KLINTEK,"Artículos de limpieza / Escobas, cepillos, atomizadores, recogedores y lazos",31 × 27 × 8 cm,26,29,32,32,,True,media,True,587,True,extraccion_ambigua
57024,,RECO-11B,"Recogedor plástico con bastón de madera, KLINTEK",,KLINTEK,"Artículos de limpieza / Escobas, cepillos, atomizadores, recogedores y lazos",23 × 27 × 9 cm,60,66,73,73,,True,media,True,587,True,extraccion_ambigua
57025,,EX-ES-VK,"Exhibidor de Línea Española, VOLTECK",Exhibidor de artefactos eléctricos,VOLTECK,Despachadores y racks exhibidores,,1042,1042,1042,1042,,True,alta,True,602,True,discrepancia_descripcion
57028,,MIC-60,"Toalla de microfibra de 40 X 60 cm, KLINTEK",Toallas de microfibra,KLINTEK,"Artículos de limpieza / Estopas, toallas de microfibra, aceites para madera, franelas y jergas",^Y `Y c=,39,43,47,47,,True,alta,True,589,True,discrepancia_descripcion
57029,,CESA-14,"Cepillo sanitario de plástico con base, KLINTEK",Cepillo sanitario con base,KLINTEK,Artículos de limpieza para WC,,38,46,46,46,,True,alta,True,590,True,discrepancia_descripcion
57047,,MECH-175SE,"Trapeador de microfibra española, bastón de 120 cm, KLINTEK",,KLINTEK,"Artículos de limpieza / Jaladores, trapeadores, cubeta y letrero",Española 100% poliéster [a_ 6,84,93,103,103,,True,media,True,588,True,extraccion_ambigua
57056,,MECH-350,"Trapeador tipo mechudo, 350 g con bastón de 120 cm, KLINTEK","Trapeadores tipo mechudo, Trapeadores tipo mechudo cabezal fijo cabezal intercambiable",KLINTEK,"Artículos de limpieza / Jaladores, trapeadores, cubeta y letrero",350 6,65,72,79,79,,True,alta,True,588,True,discrepancia_descripcion
57057,,JER-25R,"Rollo de 25 m de jerga sarga gruesa roja, KLINTEK",precio por rollo,KLINTEK,"Artículos de limpieza / Estopas, toallas de microfibra, aceites para madera, franelas y jergas",Rojo,525,575,635,635,,True,alta,True,589,True,discrepancia_descripcion
57058,,JER-25A,"Rollo de 25 m de jerga sarga gruesa azul, KLINTEK",precio por rollo,KLINTEK,"Artículos de limpieza / Estopas, toallas de microfibra, aceites para madera, franelas y jergas",Nul,525,575,635,635,,True,alta,True,589,True,discrepancia_descripcion
57060,,MECH-250,"Trapeador tipo mechudo, 250 g con bastón de 120 cm, KLINTEK","Trapeadores tipo mechudo, Trapeadores tipo mechudo cabezal fijo cabezal intercambiable",KLINTEK,"Artículos de limpieza / Jaladores, trapeadores, cubeta y letrero",250 6,60,73,73,73,,True,alta,True,588,True,discrepancia_descripcion
57061,,MECH-450,"Trapeador tipo mechudo, 450 g con bastón de 120 cm, KLINTEK","Trapeadores tipo mechudo, Trapeadores tipo mechudo cabezal fijo cabezal intercambiable",KLINTEK,"Artículos de limpieza / Jaladores, trapeadores, cubeta y letrero",450 6,72,79,87,87,,True,alta,True,588,True,discrepancia_descripcion
57062,,EX-LIN-VK,"Exhibidor línea italiana negro, VOLTECK",Exhibidores de artefactos eléctricos eléctricos eléctricos,VOLTECK,Despachadores y racks exhibidores,Negro,1034,1034,1034,1034,,True,alta,True,602,True,discrepancia_descripcion
57063,,EX-LIB-VK,"Exhibidor línea italiana blanco, VOLTECK",Exhibidores de artefactos eléctricos eléctricos eléctricos,VOLTECK,Despachadores y racks exhibidores,Blanco,1129,1129,1129,1129,,True,alta,True,602,True,discrepancia_descripcion
57065,,MIC-40,"Toalla de microfibra de 40 X 40 cm, KLINTEK",Toallas de microfibra,KLINTEK,"Artículos de limpieza / Estopas, toallas de microfibra, aceites para madera, franelas y jergas",^Y ^Y c=,29,35,35,35,,True,alta,True,589,True,discrepancia_descripcion
57070,,AMU-24,"Aceite rojo para muebles, 240 ml, KLINTEK",Aceites rojos para madera,KLINTEK,"Artículos de limpieza / Estopas, toallas de microfibra, aceites para madera, franelas y jergas",\^Y =l (8 oz),55,60,66,66,,True,alta,True,589,True,discrepancia_descripcion
57071,,AMU-48,"Aceite rojo para muebles, 480 ml, KLINTEK",Aceites rojos para madera,KLINTEK,"Artículos de limpieza / Estopas, toallas de microfibra, aceites para madera, franelas y jergas",^bY =l (16 oz),90,100,110,110,,True,alta,True,589,True,discrepancia_descripcion
57075,,MECH-185S,"Trapeador de microfibra lisa, bastón de 120 cm, KLINTEK",,KLINTEK,"Artículos de limpieza / Jaladores, trapeadores, cubeta y letrero",Lisa 70% rayón y 30% poliéster [_Y 6,95,105,115,115,,True,media,True,588,True,extraccion_ambigua
57084,,EA-10,"Shampoo para auto, 473 ml, KLINTEK",Shampoo para autos,KLINTEK,Artículos de limpieza para WC,^a] =l,55,60,66,66,,True,alta,True,590,True,discrepancia_descripcion
57085,,EA-21,"Polish blanco en pasta para auto, 250 g, uso ligero, KLINTEK",,KLINTEK,Artículos de limpieza para WC,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
57086,,EA-22,"Polish rosa en pasta para auto, 250 g, uso medio, KLINTEK",,KLINTEK,Artículos de limpieza para WC,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
57087,,EA-23,"Polish líquido para auto, 473 ml, KLINTEK",,KLINTEK,Artículos de limpieza para WC,,,,,,,True,baja,True,,False,no_encontrado_en_pdf
