codigo_truper,clave,descripcion,descripcion_familia,presentacion,marca,precio_catalogo_publico,pagina_catalogo,confianza_extraccion,requiere_revision,elegible_para_maestro
51578,R-LIJ2,Rack de piso para 19 modelos de lijas,Rack de piso para 19 modelos de lijas,,,2200,611,alta,False,True
5206,T6,"iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)","iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)",,,55,316,alta,False,True
5207,T7,"iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)","iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)",,,55,316,alta,False,True
5208,T8,"iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)","iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)",,,55,316,alta,False,True
5209,T9,"iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)","iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)",,,55,316,alta,False,True
5210,T10,"iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)","iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)",,,55,316,alta,False,True
5215,T15,"iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)","iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)",,,55,316,alta,False,True
5220,T20,"iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)","iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)",,,55,316,alta,False,True
5225,T25,"iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)","iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)",,,55,316,alta,False,True
5227,T27,"iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)","iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)",,,55,316,alta,False,True
5230,T30,"iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)","iguales , largo 2"" (50 mm) con seguro iguales , largo con seguro iguales , largo 1"" (25 mm) 2"" (50 mm)",,,55,316,alta,False,True
523915,,punta torx,punta torx,,,51,127,baja,True,False
523920,,punta torx,punta torx,,,51,127,baja,True,False
523925,,punta torx,punta torx,,,51,127,baja,True,False
523927,,punta torx,punta torx,,,51,127,baja,True,False
523930,,punta torx,punta torx,,,51,127,baja,True,False
523940,,punta torx,punta torx,,,51,127,baja,True,False
523945,,punta torx,punta torx,,,55,127,baja,True,False
523950,,punta torx,punta torx,,,55,127,baja,True,False
523955,,punta torx,punta torx,,,58,127,baja,True,False
523960,,punta torx,punta torx,,,62,127,baja,True,False
5240,PUDE-6140,"con seguro iguales , largo 1"" (25 mm), T40","con seguro iguales , largo 1"" (25 mm)",T40,,39,316,alta,False,True
5253,H,"Nudos universales y nudos universales, 7 piezas, M 1i|t"" (4 1=)","Nudos universales y nudos universales, 7 piezas","M 1i|t"" (4 1=)",,66,127,alta,False,True
5254,H,"Nudos universales y nudos universales, 7 piezas, M 1i|t"" (4 1=)","Nudos universales y nudos universales, 7 piezas","M 1i|t"" (4 1=)",,95,127,alta,False,True
5255,H,"Nudos universales y nudos universales, 7 piezas, M 1"" (2®5 1=)","Nudos universales y nudos universales, 7 piezas","M 1"" (2®5 1=)",,51,127,alta,False,True
5256,H,"Nudos universales y nudos universales, 7 piezas, M 1i|ut"" (3 1=)","Nudos universales y nudos universales, 7 piezas","M 1i|ut"" (3 1=)",,47,127,alta,False,True
5260,,"Extensiones, 3"" (8 1=)",Extensiones,"3"" (8 1=)",,66,128,baja,True,False
5261,,"Extensiones, 8"" (20 1=)",Extensiones,"8"" (20 1=)",,118,128,baja,True,False
5262,,"Extensiones, 9 mm","Extensiones, 9 mm",,,325,128,baja,True,False
5266,,"Extensiones, 6"" (15 1=)",Extensiones,"6"" (15 1=)",,105,128,baja,True,False
5270,,"Nudos universales y nudos universales, 7 piezas, 2"" (5 1=)","Nudos universales y nudos universales, 7 piezas","2"" (5 1=)",,102,127,baja,True,False
5285,,"Barras corredizas, 10"" (25 1=) 6",Barras corredizas,"10"" (25 1=) 6",,200,128,baja,True,False
53001,EX-HE-JP1,Exhibidor de jaladeras y perillas (1 tablero),Exhibidor de jaladeras y perillas (1 tablero),,,966,604,alta,False,True
53002,EX-HE-JP2,Exhibidor de jaladeras y perillas (2 tableros),Exhibidor de jaladeras y perillas (2 tableros),,,2058,604,alta,False,True
53436,rpm,"abrasivas para esmeril, óxido de aluminio carburo de silicio , 6""","abrasivas para esmeril, óxido de aluminio carburo de silicio , 6""",,,125,151,baja,True,False
5432,,Escuadras para muros de yeso,Escuadras para muros de yeso,,,,164,baja,True,False
5434,,"Arnés de pecho, 1 anillo “D”","Arnés de pecho, 1 anillo “D”",,,365,342,baja,True,False
5435,,"Arnés de cuerpo completo, 1 anillo “D”, (ANSI)","Arnés de cuerpo completo, 1 anillo “D”, (ANSI)",,,660,342,baja,True,False
5436,,"Arnés de cuerpo completo, 3 anillos “D”, (ANSI)","Arnés de cuerpo completo, 3 anillos “D”, (ANSI)",,,730,342,baja,True,False
5437,,"Arnés de cuerpo completo, 3 anillos “D”, (ANSI)","Arnés de cuerpo completo, 3 anillos “D”, (ANSI)",,,765,342,baja,True,False
5438,,"Arnés de cuerpo completo, 5 anillos “D”, (ANSI)","Arnés de cuerpo completo, 5 anillos “D”, (ANSI)",,,830,342,baja,True,False
543920,,Dados punta bristol,Dados punta bristol,,,87,127,baja,True,False
543925,Medida,Dados punta bristol,Dados punta bristol,,,87,127,baja,True,False
543930,M6,Dados punta bristol,Dados punta bristol,,,87,127,alta,False,True
543940,M8,Dados punta bristol,Dados punta bristol,,,87,127,alta,False,True
543945,M10,Dados punta bristol,Dados punta bristol,,,87,127,alta,False,True
543950,M12,Dados punta bristol,Dados punta bristol,,,87,127,alta,False,True
543955,M14,Dados punta bristol,Dados punta bristol,,,87,127,alta,False,True
5453,H,"Nudos universales y nudos universales, 7 piezas, M 2"" (5 1=)","Nudos universales y nudos universales, 7 piezas","M 2"" (5 1=)",,185,127,alta,False,True
5455,H,"Adaptadores de impacto Nudos universales de impacto, M 3 24",Adaptadores de impacto Nudos universales de impacto,M 3 24,,465,131,alta,False,True
5460,"2i|t""","Extensiones, 9 mm","Extensiones, 9 mm",,,72,128,baja,True,False
5461,,"Extensiones de impacto, 5"" (13 1=)",Extensiones de impacto,"5"" (13 1=)",,165,131,baja,True,False
5463,,"Extensiones de impacto, 9"" (23 1=)",Extensiones de impacto,"9"" (23 1=)",,240,131,baja,True,False
5470,"2i|v""","Nudos universales y nudos universales, 7 piezas, 1=)","Nudos universales y nudos universales, 7 piezas",1=),,145,127,baja,True,False
5486,mm,"Extensiones, 25 mm, 4","Extensiones, 25 mm",4,,270,128,baja,True,False
55159,R-HIMP-3M,Rack para herramientas de alto impacto,Rack para herramientas de alto impacto,,,5500,611,alta,False,True
55244,M-EST,Mesa para exhibición de máquinas estacionarias,Mesa para exhibición de máquinas estacionarias,,,3500,611,alta,False,True
55257,R-IMP-G,Rack giratorio para venta de impulso,Rack giratorio para venta de impulso,,,400,602,alta,False,True
5528,Anchode,"Flexómetro Gripper , resistente a impactos 2 m, tipo llavero, de cinta: 13 mm (1⁄2e) Cinta recubierta de laca","Flexómetro Gripper , resistente a impactos 2 m, tipo llavero",de cinta: 13 mm (1⁄2e) Cinta recubierta de laca,,,173,baja,True,False
55287,EX-F-A-800,Exhibidor con juego de accesorios A-800,Exhibidor con juego de accesorios A-800,,,390,606,alta,False,True
55460,EX-F-AQA-4000,Exhibidor con juego de 6 accesorios AQA-4000,Exhibidor con juego de 6 accesorios AQA-4000,,,845,607,alta,False,True
55467,EX-F-AQM-71,Exhibidor con monomando para regadera AQM-71,Exhibidor con monomando para regadera AQM-71,,,675,607,alta,False,True
55480,EX-MM,Exhibidor con manerales de acrílico para lavabofregadero,Exhibidor con manerales de acrílico para lavabofregadero,,,273,606,alta,False,True
55481,EX-MR,Exhibidor con manerales de acrílico para regadera,Exhibidor con manerales de acrílico para regadera,,,420,606,alta,False,True
55543,EX-LL-F,Exhibidor con llave para fregadero LL-F,Exhibidor con llave para fregadero LL-F,,,305,605,alta,False,True
55729,R-TOR-1,Rack de 48 gavetas,Rack de 48 gavetas,,,4500,611,alta,False,True
55783,EX-CG-FOS,Exhibidor de conexiones,Exhibidor de conexiones,,,1821,603,alta,False,True
55785,EX-CC-FOS,Exhibidor de conexiones,Exhibidor de conexiones,,,2367,603,alta,False,True
55786,EX-CLG-FOS,Exhibidor de conexiones,Exhibidor de conexiones,,,2235,603,alta,False,True
55787,EX-CPVC-FOS,Exhibidor de conexiones,Exhibidor de conexiones,,,1352,603,alta,False,True
55788,EX-CV-FOS,Exhibidor de conexiones,Exhibidor de conexiones,,,2776,603,alta,False,True
55789,EX-LIM,Exhibidor con limas,Exhibidor con limas,,,600,602,alta,False,True
55863,R-ES,Rack para escobas,Rack para escobas,,,300,610,alta,False,True
55883,R-FJ,Rack despachador con franelas y jergas,Rack despachador con franelas y jergas,,,8000,589,alta,False,True
55905,EX80-CON-1T,"Exhibidor de construcción , 1 tablero, 80 × 80 cm","Exhibidor de construcción , 1 tablero",80 × 80 cm,,4336,608,alta,False,True
55906,EX80-CON-2T,"Exhibidor de construcción 2 tableros, 80 × 160 cm",Exhibidor de construcción 2 tableros,80 × 160 cm,,7970,608,alta,False,True
55907,EX80-CAR-1T,"Exhibidor de carpintería , 1 tablero, 80 × 80 cm","Exhibidor de carpintería , 1 tablero",80 × 80 cm,,5515,608,alta,False,True
55908,EX80-CAR-2T,"Exhibidor de carpintería 2 tableros, 80 × 160 cm",Exhibidor de carpintería 2 tableros,80 × 160 cm,,8690,608,alta,False,True
55909,EX80-MEC-1T,"Exhibidor de mecánica , 1 tablero, 80 × 80 cm","Exhibidor de mecánica , 1 tablero",80 × 80 cm,,6033,608,alta,False,True
55910,EX80-MEC-2T,"Exhibidor de mecánica 2 tableros, 80 × 160 cm",Exhibidor de mecánica 2 tableros,80 × 160 cm,,12911,608,alta,False,True
55911,EX80-JAR-1T,"Exhibidor de jardinería , 1 tablero, 80 × 80 cm","Exhibidor de jardinería , 1 tablero",80 × 80 cm,,2959,608,alta,False,True
55912,EX80-JAR-2T,"Exhibidor de jardinería 2 tableros, 80 × 160 cm",Exhibidor de jardinería 2 tableros,80 × 160 cm,,5329,608,alta,False,True
55913,EX80-IND-1T,"Exhibidor de seguridad industrial 1 tablero, 80 × 80 cm",Exhibidor de seguridad industrial 1 tablero,80 × 80 cm,,2376,608,alta,False,True
55914,EX80-PRE-1T,"Exhibidor de herramientas , 1 tablero, 80 × 80 cm","Exhibidor de herramientas , 1 tablero",80 × 80 cm,,3105,608,alta,False,True
55915,EX80-PRE-2T,"Exhibidor de herramientas , 2 tableros, 80 × 160 cm","Exhibidor de herramientas , 2 tableros",80 × 160 cm,,5918,608,alta,False,True
55943,EX-PVC-FOS,Exhibidor de conexiones,Exhibidor de conexiones,,,612,603,alta,False,True
55951,MAQ-NEU,,30%,,TRUPER,95571,110,media,True,False
55952,EX-KIT-CFE,Exhibidor kit CFE,Exhibidor kit CFE,,,689,603,alta,False,True
55955,EX-CM-FOS,Exhibidor de conexiones de polipropileno y latón,Exhibidor de conexiones de polipropileno y latón,,,933,603,alta,False,True
55956,DESP-BAV-GR-C,Despachador de brocas HSS para metal 29 compartimentos,Despachador de brocas HSS para metal 29 compartimentos,,,16250,64,alta,False,True
55957,DESP-BAV-CH-C,Despachador de brocas HSS para metal 13 compartimentos,Despachador de brocas HSS para metal 13 compartimentos,,,8100,64,alta,False,True
55971,EX-AQA-4004,Exhibidor con juego de 4 accesorios AQA-4004,Exhibidor con juego de 4 accesorios AQA-4004,,,665,607,alta,False,True
55984,MAQ-SOL,,,,,122650,361,media,True,False
55998,EX-TBM-71,Exhibidor con monomando TBM-71,Exhibidor con monomando TBM-71,,,625,607,alta,False,True
55999,EX-TBE-062,Exhibidor con manerales tipo palanca TBE-062,Exhibidor con manerales tipo palanca TBE-062,,,902,607,alta,False,True
56005,PRO-LAMP,Probador de lámparas,Probador de lámparas,,,300,611,alta,False,True
56006,EX-ATIN-FOS,Exhibidor de accesorios para tinaco,Exhibidor de accesorios para tinaco,,,1882,603,alta,False,True
56040,MECH-350I,"Trapeadores tipo mechudo cabezal intercambiable, 350 6",Trapeadores tipo mechudo cabezal intercambiable,350 6,,87,588,alta,False,True
56041,MECH-250I,"Trapeadores tipo mechudo cabezal intercambiable, 250 6",Trapeadores tipo mechudo cabezal intercambiable,250 6,,79,588,alta,False,True
56370,EX-CALE-S,Calentador solar de exhibición,Calentador solar de exhibición,,,1500,611,alta,False,True
56385,R-ESC,Rack para 5 escaleras tipo tijera,Rack para 5 escaleras tipo tijera,,,2000,610,alta,False,True
5653,H,"Nudos universales y nudos universales, 7 piezas, M 2"" (5 1=)","Nudos universales y nudos universales, 7 piezas","M 2"" (5 1=)",,165,127,alta,False,True
5667,,"Extensiones de impacto, 7"" (18 1=)",Extensiones de impacto,"7"" (18 1=)",,700,131,baja,True,False
5670,"3i|t""","Nudos universales y nudos universales, 7 piezas, (9 1=)","Nudos universales y nudos universales, 7 piezas",(9 1=),,420,127,baja,True,False
5685,,"Barras corredizas, 18"" (45 1=) 1",Barras corredizas,"18"" (45 1=) 1",,660,128,baja,True,False
5686,mm,"Extensiones, 25 mm, 1","Extensiones, 25 mm",1,,830,128,baja,True,False
57016,JALI-50A,Jaladores Trapeadores de microfibra,Jaladores Trapeadores de microfibra,,,96,588,alta,False,True
57017,JALI-40,Jaladores Trapeadores de microfibra,Jaladores Trapeadores de microfibra,,,96,588,alta,False,True
57018,JALI-40A,Jaladores Trapeadores de microfibra,Jaladores Trapeadores de microfibra,,,87,588,alta,False,True
57026,EX-BA-VK,Exhibidor de artefactos eléctricos,Exhibidor de artefactos eléctricos,,,750,602,alta,False,True
57027,R-A-CAT,Rack para armar carretillas,Rack para armar carretillas,,,3000,610,alta,False,True
57033,R-ESC-D,Rack para 10 escaleras,Rack para 10 escaleras,,,10000,610,alta,False,True
58085,,Refacciones para tijeras de poda (una mano),Refacciones para tijeras de poda (una mano),,,25,371,baja,True,False
59300,,,»,,,4.70,380,baja,True,False
59500,NA,,»,,,4.70,380,media,True,False
59959,MECH-350C,"Trapeadores tipo mechudo cabezal intercambiable, 350 6",Trapeadores tipo mechudo cabezal intercambiable,350 6,,51,588,alta,False,True
59960,MECH-250C,"Trapeadores tipo mechudo cabezal intercambiable, 250 6",Trapeadores tipo mechudo cabezal intercambiable,250 6,,43,588,alta,False,True
59965,JALI-20E,,50 cm,,,58,588,media,True,False
59972,JALI-25,Jalador limpiavidrios 25 cm,Jalador limpiavidrios 25 cm,,,36,588,alta,False,True
59973,EX-LT-VK,Exhibidor de artefactos eléctricos,Exhibidor de artefactos eléctricos,,,1058,602,alta,False,True
6020,cm),Barras,Barras,,,3450,275,baja,True,False
6040,cm,"metálicos mosquitos, recargables","metálicos mosquitos, recargables",,,2390,407,baja,True,False
6110,T10,"con seguro iguales , largo 1"" (25 mm)","con seguro iguales , largo 1"" (25 mm)",,,39,316,alta,False,True
6115,T15,"con seguro iguales , largo 1"" (25 mm)","con seguro iguales , largo 1"" (25 mm)",,,39,316,alta,False,True
6120,T20,"con seguro iguales , largo 1"" (25 mm)","con seguro iguales , largo 1"" (25 mm)",,,39,316,alta,False,True
6125,T25,"con seguro iguales , largo 1"" (25 mm)","con seguro iguales , largo 1"" (25 mm)",,,39,316,alta,False,True
6127,T27,"con seguro iguales , largo 1"" (25 mm)","con seguro iguales , largo 1"" (25 mm)",,,39,316,alta,False,True
6130,T30,"con seguro iguales , largo 1"" (25 mm)","con seguro iguales , largo 1"" (25 mm)",,,39,316,alta,False,True
6136,`e,"abrasivas para esmeril, óxido de aluminio carburo de silicio , 6"", 36 \_ == 1"" 4,500 rpm","abrasivas para esmeril, óxido de aluminio carburo de silicio , 6""","36 \_ == 1"" 4,500 rpm",,200,151,baja,True,False
6140,T40,"con seguro iguales , largo 1"" (25 mm)","con seguro iguales , largo 1"" (25 mm)",,,39,316,alta,False,True
6160,`e,"abrasivas para esmeril, óxido de aluminio carburo de silicio , 6"", 60 \_ == 1"" 4,500 rpm","abrasivas para esmeril, óxido de aluminio carburo de silicio , 6""","60 \_ == 1"" 4,500 rpm",,200,151,baja,True,False
6210,T10,"con seguro iguales , largo 2"" (50 mm)","con seguro iguales , largo 2"" (50 mm)",,,55,316,alta,False,True
6215,T15,"con seguro iguales , largo 2"" (50 mm)","con seguro iguales , largo 2"" (50 mm)",,,55,316,alta,False,True
6220,T20,"con seguro iguales , largo 2"" (50 mm)","con seguro iguales , largo 2"" (50 mm)",,,55,316,alta,False,True
6225,T25,"con seguro iguales , largo 2"" (50 mm)","con seguro iguales , largo 2"" (50 mm)",,,55,316,alta,False,True
6227,T27,"con seguro iguales , largo 2"" (50 mm)","con seguro iguales , largo 2"" (50 mm)",,,55,316,alta,False,True
6230,T30,"con seguro iguales , largo 2"" (50 mm)","con seguro iguales , largo 2"" (50 mm)",,,55,316,alta,False,True
6240,T40,"con seguro iguales , largo 2"" (50 mm)","con seguro iguales , largo 2"" (50 mm)",,,55,316,alta,False,True
6300,,,»,,,5.50,380,baja,True,False
63436,rpm,"abrasivas para esmeril, óxido de aluminio carburo de silicio , 6""","abrasivas para esmeril, óxido de aluminio carburo de silicio , 6""",,,165,151,baja,True,False
63460,`e,"abrasivas para esmeril, óxido de aluminio carburo de silicio , 6"", 60 [c == 1"" 4,500 rpm","abrasivas para esmeril, óxido de aluminio carburo de silicio , 6""","60 [c == 1"" 4,500 rpm",,165,151,baja,True,False
6500,NA,"Conectores macho tipo F, precio por bolsa","Conectores macho tipo F, precio por bolsa",,,4.50,380,alta,False,True
661144,contra,,,página,,,,baja,True,False
661155,,,,,,,,baja,True,False
661166,contra,,,página,,,,baja,True,False
661177,,,,,,,,baja,True,False
661188,contra,,,página,,,,baja,True,False
661199,,,,,,,,baja,True,False
662200,contra,,,página,,,,baja,True,False
662211,,,,,,,,baja,True,False
662222,contra,,,página,,,,baja,True,False
662233,,,,,,,,baja,True,False
7000,,Juego de 6 accesorios para baño acabado negro mate,Juego de 6 accesorios para baño acabado negro mate,,,1095,467,baja,True,False
7002,,"Termocople soldable, 0020",Termocople soldable,0020,,,495,baja,True,False
7015,mm,"de corte preciso para metal, 8,600 rpm 10 60",de corte preciso para metal,"8,600 rpm 10 60",,32,152,baja,True,False
7018,mm,"de corte preciso para acero inoxidable Discos de corte preciso para metal, 8,600 rpm",de corte preciso para acero inoxidable Discos de corte preciso para metal,"8,600 rpm",,72,152,baja,True,False
7020,mm,"de corte preciso para metal, 8,600 rpm 10 60",de corte preciso para metal,"8,600 rpm 10 60",,35,152,baja,True,False
7040,"o⁄8""","laminados, Discos laminados, alto rendimiento, Discos plástico respaldo de fibra de vidrio respaldo, 8,600 rpm","laminados, Discos laminados, alto rendimiento, Discos plástico respaldo de fibra de vidrio respaldo","8,600 rpm",,160,151,baja,True,False
7060,"o⁄8""","laminados, Discos laminados, alto rendimiento, Discos plástico respaldo de fibra de vidrio respaldo, 8,600 rpm","laminados, Discos laminados, alto rendimiento, Discos plástico respaldo de fibra de vidrio respaldo","8,600 rpm",,160,151,baja,True,False
7080,"o⁄8""","laminados, Discos laminados, alto rendimiento, Discos plástico respaldo de fibra de vidrio respaldo, 8,600 rpm","laminados, Discos laminados, alto rendimiento, Discos plástico respaldo de fibra de vidrio respaldo","8,600 rpm",,160,151,baja,True,False
7102,mm,"Estuches con 5 puntas hexagonales milimétricas iguales , largo 1"" (25 mm)","Estuches con 5 puntas hexagonales milimétricas iguales , largo 1"" (25 mm)",,,36,316,baja,True,False
7103,mm,"Estuches con 5 puntas hexagonales milimétricas iguales , largo 1"" (25 mm)","Estuches con 5 puntas hexagonales milimétricas iguales , largo 1"" (25 mm)",,,36,316,baja,True,False
